Gene_acc,Gene_id,bsf,pcf,rank_bsf,rank_pcf,Desc,prot_group
4038,Tb927.2.5860,3.35,3.64,520,1011,"hypothetical protein, conserved",PG3306
4039,Tb927.2.5870,5.23,5.77,2071,3934,"hypothetical protein, conserved",PG3307
4040,Tb927.2.5890,5.32,5.7,2252,3772,"hypothetical protein, conserved",PG3308
4041,Tb927.2.5900,4.72,4.56,1354,2231,"hypothetical protein, conserved",PG3309
4042,Tb927.2.5930,5.52,5.56,2666,3495,"hypothetical protein, conserved",PG3310
4043,Tb927.2.5950,5.81,5.5,3377,3365,"hypothetical protein, conserved",PG3311
4044,Tb927.2.5970,5.36,6.31,2320,5105,"hypothetical protein, conserved",PG3312
4045,Tb927.2.5980,7.43,6.96,6200,5976,"chaperone protein ClpB1, putative",PG3313
4046,Tb927.2.6000,7.52,3.51,6251,73,glycosylphosphatidylinositol-specific phospholipase C,PG3314
4047,Tb927.2.6050,6.82,6.51,5509,5444,beta prime COP protein,PG3315
4048,Tb927.2.6070,6.3,6.17,4551,4842,mitochondrial RNA binding complex 1 subunit,PG3316
4049,Tb927.2.6080,5.73,3.93,3191,1954,"hypothetical protein, conserved",PG3317
4050,Tb927.2.6100,6.39,6.09,4745,4674,"hypothetical protein, conserved",PG3318
4051,Tb927.2.6130,3.41,3.58,636,458,"ABC transporter, putative",PG3319
4052,Tb927.2.6150,5.24,3.56,2086,340,adenosine transporter 2,PG3320
4053,Tb927.6.220,5.24,3.56,2086,340,purine nucleoside transporter,PG3320
4054,Tb927.2.6220,5.86,3.61,3506,765,"adenosine transporter 2, putative",PG3321
4055,Tb927.2.820,6.84,6.66,5530,5642,"retrotransposon hot spot protein 1 (RHS1), interrupted",PG3322
4056,Tb927.3.1000,5.88,6.6,3569,5565,"frataxin-like, mitochondrial precursor, putative",PG3323
4057,Tb927.3.1010,7.66,7.54,6326,6371,"hypothetical protein, conserved",PG3324
4058,Tb927.3.1020,5.64,6.22,2961,4960,Flagellum attachment zone protein 13,PG3325
4059,Tb927.3.1030,7.14,7.28,5920,6233,RNA-binding protein,PG3326
4060,Tb927.3.1060,6.9,6.2,5637,4925,cAMP Response Protein 4,PG3327
4061,Tb927.3.1070,4.61,3.69,1267,1342,"Peptide chain release factor 1, mitochondrial, putative",PG3328
4062,Tb927.3.1080,6.31,3.69,4589,1346,Present in the outer mitochondrial membrane proteome 23,PG3329
4063,Tb927.3.1085,5.86,6.86,3508,5886,hypothetical protein,PG3330
4064,Tb927.3.1090,5.71,3.8,3157,1727,U1 small nuclear ribonucleoprotein 24 kDa,PG3331
4065,Tb927.3.1100,5.33,5.79,2262,3999,"exonuclease, putative",PG3332
4066,Tb927.3.1110,7.28,6.17,6071,4846,Putative intraflagellar transport protein A1,PG3333
4067,Tb11.v5.0589,7.28,6.17,6071,4846,"Clusterin-associated protein-1, putative",PG3333
4068,Tb927.3.1120,8.26,8.14,6539,6568,"GTP-binding nuclear protein rtb2, putative",PG3334
4069,Tb927.3.1130,6.03,6.11,3933,4710,"DNA polymerase delta subunit 2, putative",PG3335
4070,Tb927.3.1140,6.34,6.17,4655,4833,"Surp module, putative",PG3336
4071,Tb927.3.1150,6.28,6.11,4507,4716,"Conserved hypothetical ATP binding protein, putative",PG3337
4072,Tb927.3.1160,3.24,3.71,123,1438,"hypothetical protein, conserved",PG3338
4073,Tb927.3.1170,6.1,5.56,4099,3475,"TAP42-like family, putative",PG3339
4074,Tb927.3.1180,4.64,4.67,1294,2278,"hypothetical protein, conserved",PG3340
4075,Tb927.3.1190,5.7,5.26,3138,2937,"hypothetical protein, conserved",PG3341
4076,Tb927.3.1200,6.63,5.74,5212,3879,"hypothetical protein, conserved",PG3342
4077,Tb927.3.1200,6.63,5.74,5212,3879,"hypothetical protein, conserved",PG3342
4078,Tb927.3.1210,6.3,5.67,4552,3718,protein transport protein Sec24,PG3343
4079,Tb927.3.1230,5.07,4.62,1793,2258,Dicer-like protein 2,PG3344
4080,Tb927.3.1240,6.6,3.68,5165,1293,"Serine/threonine-protein phosphatase 2A, putative",PG3345
4081,Tb927.3.1250,6.9,3.58,5632,473,DNA-directed RNA polymerase I subunit RPB10,PG3346
4082,Tb927.3.1260,6.51,6.44,5020,5337,"hypothetical protein, conserved",PG3347
4083,Tb927.3.1270,5.29,4.01,2175,2048,"PRP38 family, putative",PG3348
4084,Tb927.3.1280,6.54,6.26,5055,5025,"NPL4 family, putative",PG3349
4085,Tb927.3.1290,6.05,5.33,4007,3061,"cullin 4B, putative",PG3350
4086,Tb927.3.1300,6.52,6.27,5040,5047,"hypothetical protein, conserved",PG3351
4087,Tb927.3.1310,4.82,4.05,1456,2082,"hypothetical protein, conserved",PG3352
4088,Tb927.3.1310,4.82,4.05,1456,2082,"hypothetical protein, conserved",PG3352
4089,Tb927.3.1320,3.46,3.5,737,47,"hypothetical protein, conserved",PG3353
4090,Tb927.3.1340,5.81,5.72,3368,3818,Nuclear cap-binding protein subunit 66,PG3354
4091,Tb927.3.1350,5.99,5.96,3836,4385,"hypothetical protein, conserved",PG3355
4092,Tb927.3.1380,7.9,8.05,6426,6551,"ATP synthase subunit beta, mitochondrial",PG3356
4093,Tb927.3.1390,5.66,3.59,3024,542,"LMBR1-like membrane protein, putative",PG3357
4094,Tb927.3.1400,5.8,4.75,3341,2326,"alpha-tubulin N-acetyltransferase, putative",PG3358
4095,Tb927.3.1410,3.39,5.98,611,4436,cytochrome oxidase subunit VII,PG3359
4096,Tb927.3.1420,4.83,3.76,1470,1650,"hypothetical protein, conserved",PG3360
4097,Tb927.3.1430,6.32,5.46,4596,3296,"chaperone protein DnaJ, putative",PG3361
4098,Tb927.3.1440,3.97,3.59,965,594,"Spastin, putative",PG3362
4099,Tb927.3.1450,3.31,3.88,378,1875,"CorA-like Mg2+ transporter protein, putative",PG3363
4100,Tb927.3.1530,3.31,3.88,378,1875,"CorA-like Mg2+ transporter protein, putative",PG3363
4101,Tb927.3.1460,4.79,3.63,1432,966,hypothetical protein,PG3364
4102,Tb927.3.1525,4.79,3.63,1432,966,hypothetical protein,PG3364
4103,Tb927.3.1480,3.43,3.56,689,299,"hypothetical protein, conserved",PG3365
4104,Tb927.3.1500,5.69,3.59,3112,632,"variant surface glycoprotein (VSG)-related, putative",PG3366
4105,Tb927.3.1540,3.37,3.56,555,304,"CAAX amino terminal protease, putative",PG3367
4106,Tb927.3.1550,5.04,5.34,1741,3081,"Rab3 GTPase-activating protein catalytic subunit, putative",PG3368
4107,Tb927.3.1560,6.25,5.57,4445,3510,TRF-Interacting Factor 2,PG3369
4108,Tb927.3.1570,5.36,5.28,2332,2974,Lapatinib-binding protein kinase 3,PG3370
4109,Tb927.3.1580,5.02,4.9,1711,2437,"hypothetical protein, conserved",PG3371
4110,Tb927.3.1590,7.08,7.08,5849,6074,mitochondrial RNA binding complex 1 subunit,PG3372
4111,Tb927.3.1600,6.47,6.41,4939,5275,Mitochondrial import inner membrane translocase subunit 10,PG3373
4112,Tb927.3.1610,4.69,3.62,1338,844,"CMGC/CLK family protein kinase, putative",PG3374
4113,Tb927.3.1620,5.56,5.65,2746,3660,"ER-golgi trafficking TRAPP I complex 85 kDa subunit, putative",PG3375
4114,Tb927.3.1630,5.45,3.76,2513,1633,"casein kinase 1, putative",PG3376
4115,Tb927.3.1670,6.43,5.95,4845,4352,"Cilia- and flagella-associated protein 251, putative",PG3377
4116,Tb927.3.1680,7.29,7.17,6082,6146,Eukaryotic translation initiation factor 3 subunit F,PG3378
4117,Tb927.3.1690,6.44,7.48,4868,6327,"Mitochondrial ATP synthase subunit, putative",PG3379
4118,Tb927.3.1700,5.28,3.58,2155,457,"diacylglycerol acyltransferase, putative",PG3380
4119,Tb927.3.1710,5.69,5.98,3110,4425,mitochondrial ribosomal protein l24,PG3381
4120,Tb927.3.1720,5.96,6.82,3770,5830,"hypothetical protein, conserved",PG3382
4121,Tb927.3.1730,6.23,6.82,4395,5845,"hypothetical protein, conserved",PG3383
4122,Tb927.3.1740,6.45,6.19,4906,4905,"hypothetical protein, conserved",PG3384
4123,Tb927.3.1750,3.46,3.64,729,1015,Mad2-like HORMA domain containing protein,PG3385
4124,Tb927.3.1760,6.41,5.49,4818,3342,"chaperone protein DnaJ, putative",PG3386
4125,Tb927.3.1770,5.7,4.67,3136,2284,"leucine-rich repeat protein (LRRP), putative",PG3387
4126,Tb927.3.1780,6.0,6.22,3842,4958,U6 snRNA-associated Sm-like protein LSm8p,PG3388
4127,Tb927.3.1790,7.76,7.97,6364,6528,"pyruvate dehydrogenase E1 beta subunit, putative",PG3389
4128,Tb927.3.1800,5.96,5.75,3754,3886,"hypothetical protein, conserved",PG3390
4129,Tb927.3.1810,6.03,5.76,3928,3908,"hypothetical protein, conserved",PG3391
4130,Tb927.3.1820,6.69,6.73,5318,5738,mitochondrial RNA binding complex 1 subunit,PG3392
4131,Tb927.3.1830,5.67,3.59,3057,569,"hypothetical protein, conserved",PG3393
4132,Tb927.3.1840,7.96,8.33,6449,6601,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative",PG3394
4133,Tb927.3.1850,5.37,5.0,2341,2559,"CMGC/MAPK protein kinase, putative",PG3395
4134,Tb927.3.1860,3.47,3.53,749,154,"ATP-grasp domain containing protein, putative",PG3396
4135,Tb927.3.1870,4.88,3.62,1532,900,"CHAP domain containing protein, putative",PG3397
4136,Tb927.3.1870,4.88,3.62,1532,900,"CHAP domain containing protein, putative",PG3397
4137,Tb927.3.1880,5.0,3.58,1693,491,"hypothetical protein, conserved",PG3398
4138,Tb927.3.1890,3.28,5.9,248,4260,"cytochrome c oxidase assembly protein, putative",PG3399
4139,Tb927.3.1900,6.66,6.33,5277,5153,"conserved protein, unknown function",PG3400
4140,Tb927.3.1910,5.77,6.12,3277,4741,"Histone RNA hairpin-binding protein RNA-binding domain containing protein, putative",PG3401
4141,Tb927.3.1920,6.85,6.41,5552,5287,General negative regulator of transcription subunit 5,PG3402
4142,Tb927.3.1930,5.58,5.2,2816,2832,pre-mrna-processing factor 17,PG3403
4143,Tb927.3.1940,4.86,6.28,1500,5057,"TLP18.3, Psb32 and MOLO-1 founding proteins of phosphatase, putative",PG3404
4144,Tb927.3.1960,5.83,3.51,3435,72,"hypothetical protein, conserved",PG3405
4145,Tb927.3.1970,6.29,6.1,4540,4690,"phosphopantothenoylcysteine synthetase, putative",PG3406
4146,REV__Tb927.8.5480,6.29,6.1,4540,4690,REV__Tb927.8.5480,PG3406
4147,Tb927.3.1980,6.0,6.09,3853,4676,"hypothetical protein, conserved",PG3407
4148,Tb927.3.1990,6.33,6.2,4632,4931,"Tetratricopeptide repeat protein 29, putative",PG3408
4149,Tb927.3.2000,5.44,5.06,2498,2646,"RNA-binding protein, putative",PG3409
4150,Tb927.3.2010,5.59,4.96,2842,2520,"hypothetical protein, conserved",PG3410
4151,Tb927.3.2020,4.79,3.67,1430,1252,"kinesin, putative",PG3411
4152,Tb927.3.2030,5.97,6.08,3792,4655,"acylphosphatase, putative",PG3412
4153,Tb927.3.2030,5.97,6.08,3792,4655,"acylphosphatase, putative",PG3412
4154,Tb927.3.2040,4.28,5.17,1048,2785,"kinesin, putative",PG3413
4155,Tb927.3.2050,6.09,6.03,4080,4541,Minicircle replication factor 172,PG3414
4156,Tb927.3.2060,4.84,3.69,1486,1324,"STE20-like serine/threonine-protein kinase, putative",PG3415
4157,Tb927.3.2070,5.49,5.21,2603,2847,"hypothetical protein, conserved",PG3416
4158,Tb927.3.2080,3.28,6.38,244,5220,"hypothetical protein, conserved",PG3417
4159,Tb927.3.2090,6.5,6.13,4990,4769,"Xaa-Pro aminopeptidase, putative",PG3418
4160,Tb11.v5.0697,6.5,6.13,4990,4769,"Xaa-Pro aminopeptidase, putative",PG3418
4161,Tb927.3.2100,7.47,7.63,6227,6412,"hypothetical protein, conserved",PG3419
4162,Tb927.3.2110,6.4,6.33,4780,5152,Mitochondrial import inner membrane translocase subunit TIM50,PG3420
4163,Tb927.3.2120,5.57,3.64,2794,1045,"hypothetical protein, conserved",PG3421
4164,Tb927.3.2130,5.41,5.34,2415,3063,"RNA pseudouridylate synthase, putative",PG3422
4165,Tb927.3.2140,4.85,3.64,1491,1022,"transcription activator, putative",PG3423
4166,Tb927.3.2150,5.83,6.61,3430,5577,"protein phosphatase 2C, putative",PG3424
4167,Tb927.3.2170,5.56,5.37,2745,3133,"translation elongation factor EF-2, putative",PG3425
4168,Tb927.3.2180,5.92,5.11,3669,2707,"Mitochondrial ATP synthase subunit, putative",PG3426
4169,Tb927.3.2190,6.44,6.11,4865,4730,Capping enzyme RNA triphosphatase 1,PG3427
4170,Tb927.3.2200,5.95,5.92,3743,4308,"TPR repeat, putative",PG3428
4171,Tb927.3.2210,5.83,5.76,3413,3913,"KIF-1 binding protein C terminal, putative",PG3429
4172,Tb927.3.2220,7.12,7.11,5888,6102,eukaryotic translation initiation factor 3 subunit j,PG3430
4173,Tb927.3.2230,7.9,8.35,6427,6607,"succinyl-CoA synthetase alpha subunit, putative",PG3431
4174,Tb927.3.2250,3.4,3.78,625,1689,"hypothetical protein, conserved",PG3432
4175,Tb927.3.2260,3.81,3.9,934,1926,"Mitochondrial SSU ribosomal protein, putative",PG3433
4176,Tb927.3.2270,5.69,5.7,3117,3768,"hypothetical protein, conserved",PG3434
4177,Tb927.3.2280,5.99,4.95,3827,2498,"vacuolar sorting protein 33 , putative",PG3435
4178,Tb927.3.2290,5.97,5.77,3783,3926,"chaperone protein DnaJ, putative",PG3436
4179,Tb927.3.2300,5.88,6.37,3576,5215,"DNL zinc finger, putative",PG3437
4180,Tb927.3.2310,7.25,6.99,6039,6002,parkin coregulated gene protein,PG3438
4181,Tb927.3.2320,5.57,5.44,2801,3249,"COP9 signalosome complex subunit 2, putative",PG3439
4182,Tb927.3.2330,5.64,5.37,2971,3128,kinetoplastid kinetochore protein 17,PG3440
4183,Tb927.3.2340,6.3,5.85,4559,4148,Peroxisome biogenesis protein 2,PG3441
4184,Tb11.v5.0818,6.3,5.85,4559,4148,"Peroxisome biogenesis protein 2, putative",PG3441
4185,Tb927.3.2350,6.07,6.42,4027,5312,"hypothetical protein, conserved",PG3442
4186,Tb927.3.2370,3.36,6.42,531,5307,"hypothetical protein, conserved",PG3443
4187,Tb927.3.2390,3.44,4.01,696,2046,"hypothetical protein, conserved",PG3444
4188,Tb927.3.2410,5.74,5.51,3213,3386,Peroxisome biogenesis factor 10,PG3445
4189,Tb927.3.2420,7.52,6.72,6253,5733,"Microsomal signal peptidase 12 kDa subunit (SPC12), putative",PG3446
4190,Tb927.3.2430,5.28,3.67,2159,1216,"Alsin, putative",PG3447
4191,Tb927.3.2440,6.67,6.14,5294,4784,AGC essential kinase 1,PG3448
4192,Tb927.3.2470,6.09,5.58,4083,3528,Pumilio homology domain family member 8,PG3449
4193,Tb927.3.2475,7.31,6.87,6099,5894,hypothetical protein,PG3450
4194,Tb927.3.2477,3.35,6.57,518,5536,hypothetical protein,PG3451
4195,Tb927.3.2480,3.41,3.6,649,730,"Arv1-like family, putative",PG3452
4196,Tb927.3.2490,6.66,6.74,5270,5753,"hypothetical protein, conserved",PG3453
4197,Tb927.3.2600,7.23,7.0,6022,6013,"ATP-dependent DEAD/H RNA helicase, putative",PG3454
4198,Tb927.3.2610,4.93,3.66,1596,1187,GPI inositol deacylase 2,PG3455
4199,Tb927.3.2630,3.61,3.68,867,1290,"hypothetical protein, conserved",PG3456
4200,Tb927.3.2640,5.57,4.75,2788,2330,"hypothetical protein, conserved",PG3457
4201,Tb927.3.2650,3.29,7.05,293,6059,"Cytochrome c oxidase assembly protein Cox17, putative",PG3458
4202,Tb927.3.2660,5.47,5.78,2559,3972,"TatD related DNase, putative",PG3459
4203,Tb927.3.2670,6.65,6.61,5257,5571,Kinetoplast polyadenylation factor 5,PG3460
4204,Tb927.3.2680,6.02,5.39,3916,3161,"Ubiquitin-like domain containing protein, putative",PG3461
4205,Tb927.3.2690,4.27,3.89,1043,1895,"AGC/RSK family serine/threonine kinase, putative",PG3462
4206,Tb927.3.2700,5.85,5.38,3477,3148,"hypothetical protein, conserved",PG3463
4207,Tb927.3.2710,4.09,3.9,995,1925,6-phosphofructo-2-kinase 2,PG3464
4208,Tb927.3.2730,3.82,4.03,937,2060,SUMO-interacting motif-containing protein,PG3465
4209,Tb927.3.2740,5.03,3.65,1720,1091,"hypothetical protein, conserved",PG3466
4210,Tb927.3.2750,5.55,5.18,2722,2799,"hypothetical protein, conserved",PG3467
4211,Tb927.3.2760,4.87,4.26,1513,2140,"hypothetical protein, conserved",PG3468
4212,Tb927.3.2770,4.43,3.8,1126,1739,Mitochondrial processome subunit 3,PG3469
4213,Tb927.3.2770,4.43,3.8,1126,1739,Mitochondrial processome subunit 3,PG3469
4214,Tb927.3.2780,4.14,3.68,1001,1283,"hypothetical protein, conserved",PG3470
4215,Tb927.3.2800,3.59,3.71,857,1443,hypothetical protein,PG3471
4216,Tb927.3.2810,4.73,4.5,1368,2208,"hypothetical protein, conserved",PG3472
4217,Tb927.3.2820,5.72,5.56,3189,3494,"TFIIF-stimulated CTD phosphatase, putative",PG3473
4218,Tb927.3.2830,5.67,5.13,3055,2742,"brix domain containing protein, putative",PG3474
4219,Tb927.3.2840,6.69,5.85,5319,4128,"inorganic pyrophosphatase, putative",PG3475
4220,Tb927.3.2850,4.93,3.59,1604,625,"Got1/Sft2-like family, putative",PG3476
4221,Tb927.3.2860,3.27,3.77,191,1669,"hypothetical protein, conserved",PG3477
4222,Tb927.3.2870,5.53,3.69,2683,1332,"multicopper oxidase, putative",PG3478
4223,Tb927.3.2880,6.78,3.75,5443,1604,"Mitochondrial ATP synthase subunit, putative",PG3479
4224,Tb927.3.2890,7.12,5.74,5891,3858,"radial spoke protein RSP10, putative",PG3480
4225,Tb927.3.2900,7.33,7.25,6117,6213,eukaryotic translation initiation factor 2 subunit alpha,PG3481
4226,Tb927.3.2910,3.31,3.51,358,86,"hypothetical protein, conserved",PG3482
4227,Tb927.3.2950,6.52,5.96,5039,4373,ribonuclease inhibitor- like protein,PG3483
4228,Tb927.3.2960,8.1,7.06,6501,6065,inosine-adenosine-guanosine-nucleosidehydrolase,PG3484
4229,Tb927.3.2970,3.22,3.66,80,1183,"hypothetical protein, conserved",PG3485
4230,Tb927.3.2980,5.97,5.75,3778,3893,Mitochondrial iron transporter,PG3486
4231,Tb927.3.2990,3.79,3.56,927,359,"hypothetical protein, conserved",PG3487
4232,Tb927.3.3000,7.17,6.42,5962,5293,Putative intraflagellar transport protein C3,PG3488
4233,Tb927.3.3020,5.54,3.54,2712,175,"actin-like protein, putative",PG3489
4234,Tb927.3.3030,6.68,6.93,5311,5948,"phosphatidylcholine transfer protein, putative",PG3490
4235,Tb927.3.3040,6.77,6.57,5430,5531,"Right handed beta helix region, putative",PG3491
4236,Tb927.3.3050,3.31,3.65,360,1118,kinetoplast ribosomal PPR-repeat containing protein 20,PG3492
4237,Tb11.v5.0690,3.31,3.65,360,1118,"hypothetical protein, conserved",PG3492
4238,Tb927.3.3060,6.01,5.62,3869,3605,Purine-Responsive Element Binding Protein 2,PG3493
4239,Tb927.3.3070,3.89,3.73,948,1528,"3', 5'-cyclic nucleotide phosphodiesterase, putative",PG3494
4240,Tb927.3.3080,5.18,3.55,1983,237,"Serine/threonine-protein kinase NEK6, putative",PG3495
4241,Tb927.3.3090,3.34,3.54,485,213,"helicase, putative",PG3496
4242,Tb927.3.3100,6.51,6.57,5015,5539,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 4, putative",PG3497
4243,Tb927.3.3110,5.83,5.04,3409,2619,"Condensin complex subunit 3, putative",PG3498
4244,Tb927.3.3120,6.1,3.86,4101,1855,"hypothetical protein, conserved",PG3499
4245,Tb927.3.3130,6.89,6.83,5617,5854,Present in the outer mitochondrial membrane proteome 24,PG3500
4246,Tb927.3.3140,6.17,6.45,4245,5352,"hypothetical protein, conserved",PG3501
4247,Tb927.3.3150,5.79,5.32,3318,3036,"hypothetical protein, conserved",PG3502
4248,Tb11.v5.0796,5.79,5.32,3318,3036,"hypothetical protein, conserved",PG3502
4249,Tb927.3.3160,5.51,4.76,2651,2331,Nuclear poly(A) polymerase 1,PG3503
4250,Tb927.3.3170,6.41,5.91,4803,4272,SUMO-interacting motif-containing protein,PG3504
4251,Tb927.3.3180,6.83,6.7,5522,5709,Nucleoporin NUP98,PG3505
4252,Tb11.v5.0584,6.83,6.7,5522,5709,"hypothetical protein, conserved",PG3505
4253,Tb927.3.3190,7.31,7.25,6101,6215,"Serine/threonine-protein kinase NEK7, putative",PG3506
4254,Tb927.3.3200,6.86,6.49,5567,5416,"Domain of unknown function (DUF4586), putative",PG3507
4255,Tb927.3.3220,6.14,5.86,4185,4162,"RNA polymerase-associated protein CTR9, putative",PG3508
4256,Tb927.3.3230,5.93,5.63,3699,3639,"NOL1/NOP2/sun family, putative",PG3509
4257,Tb927.3.3240,3.31,5.92,386,4311,"hypothetical protein, conserved",PG3510
4258,Tb927.3.3250,5.92,5.15,3676,2765,"hypothetical protein, conserved",PG3511
4259,Tb927.3.3260,3.51,3.54,786,182,"hypothetical protein, conserved",PG3512
4260,Tb927.3.3270,8.9,7.76,6627,6463,"ATP-dependent 6-phosphofructokinase, glycosomal",PG3513
4261,Tb927.3.3280,6.54,5.81,5062,4037,"vacuolar protein sorting-associated protein 4, putative",PG3514
4262,Tb927.3.3300,7.42,6.61,6191,5578,Flagellum attachment zone protein 19,PG3515
4263,Tb927.3.3320,8.38,8.02,6584,6546,"60S ribosomal protein L13, putative",PG3516
4264,Tb927.3.3310,8.38,8.02,6584,6546,"60S ribosomal protein L13, putative",PG3516
4265,Tb927.3.3330,7.28,7.04,6069,6050,"heat shock protein 20, putative",PG3517
4266,Tb927.3.3340,3.23,5.84,106,4105,"3', 5'-cyclic nucleotide phosphodiesterase, putative",PG3518
4267,Tb927.3.3350,3.4,3.54,635,179,"hypothetical protein, conserved",PG3519
4268,Tb927.3.3360,5.9,4.71,3607,2306,"acyltransferase, putative",PG3520
4269,Tb927.3.3370,6.27,5.92,4496,4299,"hypothetical protein, conserved",PG3521
4270,Tb927.3.3390,6.01,5.41,3893,3192,"kinesin, putative",PG3522
4271,Tb927.3.3410,7.22,6.92,6014,5943,"aspartyl aminopeptidase, putative",PG3523
4272,Tb11.v5.0768,7.22,6.92,6014,5943,"aspartyl aminopeptidase, putative",PG3523
4273,Tb927.3.3440,5.38,5.31,2369,3007,"phytanoyl-CoA dioxygenase (PhyH), putative",PG3524
4274,Tb927.3.3450,8.58,7.54,6607,6364,"ADP-ribosylation factor-like protein 3, putative",PG3525
4275,Tb927.3.3460,6.32,7.36,4611,6272,"succinate dehydrogenase flavoprotein subunit, putative",PG3526
4276,Tb927.3.3480,5.53,3.61,2681,741,"U2 small nuclear ribonucleoprotein B, putative",PG3527
4277,Tb927.3.3490,7.88,7.55,6420,6375,High mobility group protein TDP1,PG3528
4278,Tb927.3.3500,3.63,3.6,881,674,"hypothetical protein, conserved",PG3529
4279,Tb927.3.3510,5.64,5.42,2955,3212,"hypothetical protein, conserved",PG3530
4280,Tb927.3.3520,6.06,6.18,4011,4869,Present in the outer mitochondrial membrane proteome 25,PG3531
4281,Tb927.3.3530,3.51,3.56,788,347,"hypothetical protein, conserved",PG3532
4282,Tb927.3.3540,6.75,6.12,5411,4751,Nucleoporin NUP53b,PG3533
4283,Tb927.3.3550,4.92,4.91,1579,2452,"hypothetical protein, conserved",PG3534
4284,Tb927.3.3560,7.6,6.9,6303,5931,"U-box domain containing protein, putative",PG3535
4285,Tb927.3.3570,3.25,5.76,151,3914,"hypothetical protein, conserved",PG3536
4286,Tb927.3.3580,7.71,7.04,6342,6048,"heat shock protein 90, putative",PG3537
4287,Tb927.3.3590,6.13,6.23,4166,4967,"U3 small nucleolar ribonucleoprotein protein MPP10, putative",PG3538
4288,Tb927.3.3610,7.21,6.44,5998,5345,"peroxisomal targeting signal 2 receptor, putative",PG3539
4289,Tb927.3.3620,4.96,3.6,1635,720,SUMO-interacting motif-containing protein,PG3540
4290,Tb927.3.3630,5.82,6.89,3401,5923,"Elongation factor Ts, mitochondrial, putative",PG3541
4291,Tb927.3.3640,5.57,5.4,2800,3185,bardet-biedl syndrome 7 protein,PG3542
4292,Tb927.3.3650,6.09,5.11,4090,2713,"hypothetical protein, conserved",PG3543
4293,Tb927.3.3660,4.94,6.18,1613,4870,"NADH-ubiquinone oxidoreductase complex I subunit, putative",PG3544
4294,Tb927.3.3670,6.47,6.39,4934,5255,Triple RNA binding domain protein 3,PG3545
4295,Tb927.3.3680,5.97,3.68,3791,1302,"hypothetical protein, conserved",PG3546
4296,Tb927.3.3690,7.22,6.74,6004,5751,"flagellar radial spoke protein-like, putative",PG3547
4297,Tb927.3.3710,3.38,3.65,570,1074,"Scavenger mRNA decapping enzyme C-term binding, putative",PG3548
4298,Tb927.3.3720,5.71,5.39,3163,3164,"Golgi vesicular membrane trafficking protein, putative",PG3549
4299,Tb927.3.3740,5.11,5.43,1857,3231,"Zinc-finger double-stranded RNA-binding, putative",PG3550
4300,Tb927.3.3750,8.03,7.73,6469,6452,"paraflagellar rod component, putative",PG3551
4301,Tb927.3.3780,8.35,8.47,6578,6616,"tryparedoxin 1a, putative",PG3552
4302,Tb927.3.3760,8.35,8.47,6578,6616,"tryparedoxin 1b, putative",PG3552
4303,Tb927.3.3800,5.39,5.24,2380,2899,"hypothetical protein, conserved",PG3553
4304,Tb927.3.3800,5.39,5.24,2380,2899,"hypothetical protein, conserved",PG3553
4305,Tb927.3.3810,4.41,3.75,1107,1608,"Etoposide-induced protein 2.4 (EI24), putative",PG3554
4306,Tb927.3.3820,6.84,6.69,5537,5695,"hypothetical protein, conserved",PG3555
4307,Tb927.3.3830,6.88,5.96,5604,4371,"hypothetical protein, conserved",PG3556
4308,Tb927.3.3840,4.82,5.17,1464,2793,"Family of unknown function (DUF572), putative",PG3557
4309,Tb927.3.3850,6.27,5.79,4483,3998,COPII coat assembly protein sec16,PG3558
4310,Tb927.3.3870,5.37,3.6,2347,734,"lipase domain protein, putative",PG3559
4311,Tb927.3.3860,5.37,3.6,2347,734,"triacylglycerol lipase, putative",PG3559
4312,Tb927.3.3880,6.92,3.74,5652,1572,"hypothetical protein, conserved",PG3560
4313,Tb927.3.3890,3.36,6.15,526,4814,"hypothetical protein, conserved",PG3561
4314,Tb927.3.3900,6.76,7.6,5415,6396,"carnitine O-palmitoyltransferase II, putative",PG3562
4315,Tb927.3.3910,5.39,3.55,2387,259,DNA-directed RNA polymerase III subunit RPC6,PG3563
4316,Tb927.3.3930,3.55,3.54,820,187,RNA-binding protein,PG3564
4317,Tb927.3.3940,6.57,6.0,5116,4479,"RNA-binding protein, putative",PG3565
4318,Tb927.3.3950,5.91,5.55,3635,3464,"hypothetical protein, conserved",PG3566
4319,Tb927.3.3970,6.57,5.27,5114,2957,"Cell growth-regulating nucleolar protein, putative",PG3567
4320,Tb927.3.4000,6.87,6.18,5588,4878,"clathrin coat assembly protein ap19, putative",PG3568
4321,Tb927.3.4020,4.15,4.73,1004,2316,"phosphatidylinositol 4-kinase alpha, putative",PG3569
4322,Tb927.3.4030,5.9,5.94,3603,4339,"hypothetical protein, conserved",PG3570
4323,Tb927.3.4040,6.99,6.53,5742,5475,"Ankyrin repeats (3 copies), putative",PG3571
4324,Tb927.3.4060,5.33,4.98,2263,2543,asparagine synthetase domain-containing protein 1,PG3572
4325,Tb927.3.4070,8.09,6.53,6495,5461,"Pyruvate transporter, putative",PG3573
4326,Tb927.3.4100,5.11,3.62,1866,856,"Pyruvate transporter, putative",PG3574
4327,Tb927.3.4120,5.75,5.36,3246,3122,"hypothetical protein, conserved",PG3575
